id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-2138,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,features[11],إدارة الخطط والاشتراكات والفوترة والدعم والأتمتة والمخاطر والامتثال على مستوى المنصة,"Platform-level plan, subscription, billing, support, automation, risk, and compliance management",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2139,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,industry,التجارة الإلكترونية,E-Commerce,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2140,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,stats[0].label,الواجهات الرئيسية,Primary Interfaces,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2141,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,stats[0].description,واجهة متجر العملاء ولوحة التاجر ولوحة إدارة المنصة,"Customer storefront, merchant dashboard, and platform administration dashboard",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2142,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,stats[1].label,أدوار تشغيل المتجر,Store Operational Roles,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2143,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,stats[1].description,المالك إضافة إلى ستة أدوار جاهزة لفريق المتجر,Owner plus six preconfigured roles for the store team,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2144,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,stats[2].label,العمال الخلفية,Background Workers,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2145,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,stats[2].description,Outbox والإشعارات والسلات المتروكة والاشتراكات ومزامنة SSL وحذف بيانات المتاجر,"Outbox, notifications, abandoned carts, subscriptions, SSL synchronization, and store-data deletion",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2146,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.metaTitle,Kaleem Store | منصة SaaS لإدارة المتاجر الإلكترونية,Kaleem Store | E-Commerce Store Management SaaS Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2147,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.metaDescription,منصة تجارة إلكترونية SaaS متعددة المتاجر تجمع إدارة المنتجات والمخزون والطلبات والعملاء والتسويق والتوصيل مع لوحات مستقلة للتاجر وإدارة المنصة.,"A multi-store e-commerce SaaS platform combining product, inventory, order, customer, marketing, and delivery management with separate merchant and platform-administration dashboards.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2148,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[1],كليم ستور,Kaleem Store,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2149,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[4],إدارة المتاجر الإلكترونية,E-Commerce Store Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2150,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[5],متاجر متعددة,Multiple Stores,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2151,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[8],لوحة تحكم التاجر,Merchant Dashboard,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2152,database_public_cms,projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[9],قوالب المتاجر,Store Templates,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-2153,database_public_cms,projects .json::دواماتيك — منصة إدارة الموارد البشرية والحضور الذكي,title,دواماتيك — منصة إدارة الموارد البشرية والحضور الذكي,Dawamatic — Smart HR and Attendance Management Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
